#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
1 84.615 92.308 57.692 78.205 10.494 0.000 0.000 0.000 0.000 0.000
2 84.615 92.308 76.923 84.615 4.441 0.000 0.000 0.000 0.000 0.000
3 76.923 92.308 84.615 84.615 4.441 0.000 0.000 0.000 0.000 0.000
4 65.385 61.538 84.615 70.513 7.138 0.000 0.000 0.000 0.000 0.000
5 76.923 100.000 92.308 89.744 6.784 0.000 0.000 0.000 0.000 0.000
6 76.923 69.231 84.615 76.923 4.441 0.000 0.000 0.000 0.000 0.000
7 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
8 76.923 84.615 92.308 84.615 4.441 0.000 0.000 0.000 0.000 0.000
9 92.308 84.615 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
10 100.000 84.615 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
11 76.923 69.231 80.769 75.641 3.392 0.000 0.000 0.000 0.000 0.000
12 80.769 76.923 84.615 80.769 2.221 0.000 0.000 0.000 0.000 0.000
13 100.000 61.538 84.615 82.051 11.177 0.000 0.000 0.000 0.000 0.000
14 84.615 73.077 92.308 83.333 5.588 0.000 0.000 0.000 0.000 0.000
15 100.000 84.615 84.615 89.744 5.128 0.000 0.000 0.000 0.000 0.000
16 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
17 92.308 84.615 76.923 84.615 4.441 0.000 0.000 0.000 0.000 0.000
18 92.308 65.385 73.077 76.923 8.006 0.000 0.000 0.000 0.000 0.000
19 76.923 69.231 92.308 79.487 6.784 0.000 0.000 0.000 0.000 0.000
20 100.000 84.615 76.923 87.179 6.784 0.000 0.000 0.000 0.000 0.000
21 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
22 84.615 69.231 92.308 82.051 6.784 0.000 0.000 0.000 0.000 0.000
23 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
24 100.000 65.385 65.385 76.923 11.538 0.000 0.000 0.000 0.000 0.000
25 76.923 92.308 92.308 87.179 5.128 0.000 0.000 0.000 0.000 0.000
26 80.769 76.923 92.308 83.333 4.623 0.000 0.000 0.000 0.000 0.000
27 69.231 76.923 84.615 76.923 4.441 0.000 0.000 0.000 0.000 0.000
28 57.692 84.615 76.923 73.077 8.006 0.000 0.000 0.000 0.000 0.000
29 69.231 100.000 80.769 83.333 8.974 0.000 0.000 0.000 0.000 0.000
30 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
31 73.077 100.000 84.615 85.897 7.798 0.000 0.000 0.000 0.000 0.000
32 92.308 73.077 84.615 83.333 5.588 0.000 0.000 0.000 0.000 0.000
33 84.615 69.231 92.308 82.051 6.784 0.000 0.000 0.000 0.000 0.000
34 92.308 84.615 76.923 84.615 4.441 0.000 0.000 0.000 0.000 0.000
35 73.077 76.923 88.462 79.487 4.623 0.000 0.000 0.000 0.000 0.000
36 92.308 73.077 100.000 88.462 8.006 0.000 0.000 0.000 0.000 0.000
37 76.923 76.923 69.231 74.359 2.564 0.000 0.000 0.000 0.000 0.000
38 92.308 73.077 76.923 80.769 5.875 0.000 0.000 0.000 0.000 0.000
39 76.923 92.308 76.923 82.051 5.128 0.000 0.000 0.000 0.000 0.000
40 76.923 92.308 100.000 89.744 6.784 0.000 0.000 0.000 0.000 0.000
41 92.308 84.615 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
42 84.615 69.231 69.231 74.359 5.128 0.000 0.000 0.000 0.000 0.000
43 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
44 73.077 100.000 69.231 80.769 9.679 0.000 0.000 0.000 0.000 0.000
45 65.385 80.769 80.769 75.641 5.128 0.000 0.000 0.000 0.000 0.000
46 84.615 92.308 84.615 87.179 2.564 0.000 0.000 0.000 0.000 0.000
47 76.923 100.000 100.000 92.308 7.692 0.000 0.000 0.000 0.000 0.000
48 76.923 100.000 92.308 89.744 6.784 0.000 0.000 0.000 0.000 0.000
49 73.077 92.308 76.923 80.769 5.875 0.000 0.000 0.000 0.000 0.000
50 84.615 84.615 73.077 80.769 3.846 0.000 0.000 0.000 0.000 0.000
51 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
52 80.769 69.231 100.000 83.333 8.974 0.000 0.000 0.000 0.000 0.000
53 57.692 84.615 76.923 73.077 8.006 0.000 0.000 0.000 0.000 0.000
54 73.077 73.077 84.615 76.923 3.846 0.000 0.000 0.000 0.000 0.000
55 84.615 92.308 80.769 85.897 3.392 0.000 0.000 0.000 0.000 0.000
56 84.615 100.000 65.385 83.333 10.013 0.000 0.000 0.000 0.000 0.000
57 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
58 92.308 88.462 84.615 88.462 2.221 0.000 0.000 0.000 0.000 0.000
59 92.308 88.462 100.000 93.590 3.392 0.000 0.000 0.000 0.000 0.000
60 69.231 88.462 92.308 83.333 7.138 0.000 0.000 0.000 0.000 0.000
61 84.615 84.615 80.769 83.333 1.282 0.000 0.000 0.000 0.000 0.000
62 76.923 84.615 92.308 84.615 4.441 0.000 0.000 0.000 0.000 0.000
63 61.538 100.000 69.231 76.923 11.750 0.000 0.000 0.000 0.000 0.000
64 80.769 92.308 73.077 82.051 5.588 0.000 0.000 0.000 0.000 0.000
65 92.308 80.769 92.308 88.462 3.846 0.000 0.000 0.000 0.000 0.000
66 92.308 76.923 69.231 79.487 6.784 0.000 0.000 0.000 0.000 0.000
67 73.077 73.077 100.000 82.051 8.974 0.000 0.000 0.000 0.000 0.000
68 92.308 84.615 80.769 85.897 3.392 0.000 0.000 0.000 0.000 0.000
69 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
70 84.615 88.462 92.308 88.462 2.221 0.000 0.000 0.000 0.000 0.000
71 76.923 69.231 84.615 76.923 4.441 0.000 0.000 0.000 0.000 0.000
72 76.923 84.615 76.923 79.487 2.564 0.000 0.000 0.000 0.000 0.000
73 69.231 100.000 73.077 80.769 9.679 0.000 0.000 0.000 0.000 0.000
74 76.923 92.308 57.692 75.641 10.013 0.000 0.000 0.000 0.000 0.000
75 76.923 92.308 84.615 84.615 4.441 0.000 0.000 0.000 0.000 0.000
76 92.308 88.462 92.308 91.026 1.282 0.000 0.000 0.000 0.000 0.000
77 80.769 76.923 84.615 80.769 2.221 0.000 0.000 0.000 0.000 0.000
78 88.462 84.615 80.769 84.615 2.221 0.000 0.000 0.000 0.000 0.000
79 76.923 76.923 76.923 76.923 0.000 0.000 0.000 0.000 0.000 0.000
80 92.308 92.308 88.462 91.026 1.282 0.000 0.000 0.000 0.000 0.000
81 76.923 80.769 61.538 73.077 5.875 0.000 0.000 0.000 0.000 0.000
82 76.923 88.462 69.231 78.205 5.588 0.000 0.000 0.000 0.000 0.000
83 80.769 84.615 76.923 80.769 2.221 0.000 0.000 0.000 0.000 0.000
84 92.308 57.692 100.000 83.333 13.011 0.000 0.000 0.000 0.000 0.000
85 84.615 84.615 84.615 84.615 0.000 0.000 0.000 0.000 0.000 0.000
86 92.308 80.769 84.615 85.897 3.392 0.000 0.000 0.000 0.000 0.000
87 100.000 92.308 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
88 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
89 76.923 92.308 65.385 78.205 7.798 0.000 0.000 0.000 0.000 0.000
90 88.462 76.923 69.231 78.205 5.588 0.000 0.000 0.000 0.000 0.000
91 76.923 84.615 84.615 82.051 2.564 0.000 0.000 0.000 0.000 0.000
92 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
93 76.923 76.923 65.385 73.077 3.846 0.000 0.000 0.000 0.000 0.000
94 69.231 65.385 92.308 75.641 8.407 0.000 0.000 0.000 0.000 0.000
95 76.923 100.000 88.462 88.462 6.662 0.000 0.000 0.000 0.000 0.000
96 92.308 92.308 100.000 94.872 2.564 0.000 0.000 0.000 0.000 0.000
97 100.000 84.615 92.308 92.308 4.441 0.000 0.000 0.000 0.000 0.000
98 92.308 69.231 92.308 84.615 7.692 0.000 0.000 0.000 0.000 0.000
99 92.308 88.462 69.231 83.333 7.138 0.000 0.000 0.000 0.000 0.000
100 92.308 84.615 73.077 83.333 5.588 0.000 0.000 0.000 0.000 0.000
101 92.308 92.308 73.077 85.897 6.410 0.000 0.000 0.000 0.000 0.000
102 92.308 84.615 53.846 76.923 11.750 0.000 0.000 0.000 0.000 0.000
103 84.615 100.000 88.462 91.026 4.623 0.000 0.000 0.000 0.000 0.000
104 84.615 80.769 84.615 83.333 1.282 0.000 0.000 0.000 0.000 0.000
105 84.615 69.231 69.231 74.359 5.128 0.000 0.000 0.000 0.000 0.000
106 92.308 84.615 80.769 85.897 3.392 0.000 0.000 0.000 0.000 0.000
107 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
108 84.615 80.769 100.000 88.462 5.875 0.000 0.000 0.000 0.000 0.000
109 84.615 69.231 92.308 82.051 6.784 0.000 0.000 0.000 0.000 0.000
110 88.462 84.615 100.000 91.026 4.623 0.000 0.000 0.000 0.000 0.000
111 84.615 76.923 84.615 82.051 2.564 0.000 0.000 0.000 0.000 0.000
112 84.615 84.615 76.923 82.051 2.564 0.000 0.000 0.000 0.000 0.000
113 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
114 80.769 76.923 73.077 76.923 2.221 0.000 0.000 0.000 0.000 0.000
115 76.923 84.615 92.308 84.615 4.441 0.000 0.000 0.000 0.000 0.000
116 69.231 76.923 76.923 74.359 2.564 0.000 0.000 0.000 0.000 0.000
