#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 84.615 84.615 92.308 87.179 2.564 0.000 0.000 0.000 0.000 0.000
1 92.308 84.615 76.923 84.615 4.441 0.000 0.000 0.000 0.000 0.000
2 92.308 76.923 65.385 78.205 7.798 0.000 0.000 0.000 0.000 0.000
3 92.308 80.769 92.308 88.462 3.846 0.000 0.000 1.562 0.521 0.521
4 100.000 100.000 84.615 94.872 5.128 0.000 1.562 0.000 0.521 0.521
5 84.615 84.615 92.308 87.179 2.564 0.000 0.000 0.000 0.000 0.000
6 92.308 100.000 80.769 91.026 5.588 0.000 0.000 0.000 0.000 0.000
7 84.615 92.308 76.923 84.615 4.441 0.000 3.125 0.000 1.042 1.042
8 92.308 84.615 84.615 87.179 2.564 0.000 3.125 0.000 1.042 1.042
9 84.615 84.615 80.769 83.333 1.282 0.000 0.000 0.000 0.000 0.000
10 80.769 92.308 92.308 88.462 3.846 0.000 0.000 0.000 0.000 0.000
11 92.308 92.308 76.923 87.179 5.128 0.000 0.000 0.000 0.000 0.000
12 73.077 88.462 100.000 87.179 7.798 0.000 0.000 0.000 0.000 0.000
13 92.308 76.923 92.308 87.179 5.128 0.000 0.000 0.000 0.000 0.000
14 92.308 100.000 100.000 97.436 2.564 0.000 0.000 0.000 0.000 0.000
15 84.615 80.769 84.615 83.333 1.282 0.000 0.000 0.000 0.000 0.000
16 92.308 84.615 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
17 69.231 100.000 88.462 85.897 8.974 0.000 0.000 0.000 0.000 0.000
18 92.308 100.000 84.615 92.308 4.441 0.000 0.000 0.000 0.000 0.000
19 84.615 84.615 100.000 89.744 5.128 0.000 0.000 0.000 0.000 0.000
20 84.615 76.923 100.000 87.179 6.784 0.000 0.000 0.000 0.000 0.000
21 84.615 76.923 84.615 82.051 2.564 0.000 0.000 0.000 0.000 0.000
22 100.000 76.923 92.308 89.744 6.784 0.000 0.000 0.000 0.000 0.000
23 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
24 73.077 65.385 84.615 74.359 5.588 0.000 1.562 0.000 0.521 0.521
25 76.923 76.923 76.923 76.923 0.000 0.000 0.000 0.000 0.000 0.000
26 84.615 84.615 100.000 89.744 5.128 0.000 0.000 0.000 0.000 0.000
27 80.769 76.923 92.308 83.333 4.623 0.000 0.000 0.000 0.000 0.000
28 73.077 100.000 100.000 91.026 8.974 0.000 0.000 0.000 0.000 0.000
29 76.923 73.077 76.923 75.641 1.282 0.000 0.000 0.000 0.000 0.000
30 84.615 84.615 92.308 87.179 2.564 0.000 0.000 0.000 0.000 0.000
31 84.615 76.923 84.615 82.051 2.564 0.000 0.000 0.000 0.000 0.000
32 84.615 92.308 92.308 89.744 2.564 0.000 0.000 0.000 0.000 0.000
33 92.308 69.231 76.923 79.487 6.784 0.000 0.000 0.000 0.000 0.000
34 92.308 76.923 92.308 87.179 5.128 0.000 0.000 0.000 0.000 0.000
35 92.308 76.923 76.923 82.051 5.128 0.000 0.000 0.000 0.000 0.000
36 100.000 84.615 92.308 92.308 4.441 0.000 1.562 0.000 0.521 0.521
37 76.923 76.923 92.308 82.051 5.128 0.000 0.000 0.000 0.000 0.000
38 84.615 84.615 84.615 84.615 0.000 0.000 0.000 0.000 0.000 0.000
39 100.000 84.615 84.615 89.744 5.128 0.000 1.562 0.000 0.521 0.521
40 92.308 84.615 73.077 83.333 5.588 0.000 0.000 0.000 0.000 0.000
41 80.769 84.615 92.308 85.897 3.392 0.000 0.000 0.000 0.000 0.000
42 100.000 92.308 69.231 87.179 9.245 0.000 0.000 0.000 0.000 0.000
43 84.615 84.615 73.077 80.769 3.846 0.000 0.000 0.000 0.000 0.000
44 76.923 92.308 76.923 82.051 5.128 0.000 0.000 0.000 0.000 0.000
45 80.769 88.462 92.308 87.179 3.392 0.000 0.000 0.000 0.000 0.000
46 100.000 92.308 80.769 91.026 5.588 0.000 0.000 0.000 0.000 0.000
47 84.615 65.385 76.923 75.641 5.588 0.000 0.000 0.000 0.000 0.000
48 84.615 80.769 100.000 88.462 5.875 0.000 0.000 0.000 0.000 0.000
49 92.308 73.077 92.308 85.897 6.410 0.000 0.000 0.000 0.000 0.000
50 80.769 76.923 84.615 80.769 2.221 0.000 0.000 0.000 0.000 0.000
51 100.000 100.000 100.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000
52 84.615 92.308 100.000 92.308 4.441 0.000 1.562 0.000 0.521 0.521
53 100.000 92.308 84.615 92.308 4.441 0.000 1.562 0.000 0.521 0.521
54 88.462 84.615 100.000 91.026 4.623 0.000 0.000 0.000 0.000 0.000
55 65.385 73.077 76.923 71.795 3.392 0.000 0.000 0.000 0.000 0.000
56 92.308 92.308 84.615 89.744 2.564 0.000 0.000 0.000 0.000 0.000
57 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
58 100.000 92.308 92.308 94.872 2.564 0.000 0.000 0.000 0.000 0.000
59 84.615 80.769 92.308 85.897 3.392 0.000 0.000 0.000 0.000 0.000
60 92.308 92.308 92.308 92.308 0.000 0.000 0.000 0.000 0.000 0.000
