           z         mean           se
  -68.500000     0.000012     0.000005
  -67.500000     0.000057     0.000016
  -66.500000     0.000202     0.000032
  -65.500000     0.000498     0.000093
  -64.500000     0.001058     0.000194
  -63.500000     0.001797     0.000297
  -62.500000     0.002698     0.000375
  -61.500000     0.003280     0.000428
  -60.500000     0.003967     0.000502
  -59.500000     0.004181     0.000466
  -58.500000     0.004362     0.000493
  -57.500000     0.004375     0.000482
  -56.500000     0.004259     0.000424
  -55.500000     0.004244     0.000428
  -54.500000     0.004222     0.000448
  -53.500000     0.004316     0.000401
  -52.500000     0.004217     0.000395
  -51.500000     0.004285     0.000388
  -50.500000     0.004434     0.000388
  -49.500000     0.004426     0.000372
  -48.500000     0.004440     0.000407
  -47.500000     0.004267     0.000390
  -46.500000     0.004482     0.000403
  -45.500000     0.004245     0.000365
  -44.500000     0.004235     0.000334
  -43.500000     0.004264     0.000409
  -42.500000     0.004280     0.000411
  -41.500000     0.004082     0.000356
  -40.500000     0.003973     0.000426
  -39.500000     0.004117     0.000398
  -38.500000     0.003978     0.000396
  -37.500000     0.004167     0.000407
  -36.500000     0.004279     0.000388
  -35.500000     0.004166     0.000368
  -34.500000     0.004213     0.000367
  -33.500000     0.003942     0.000359
  -32.500000     0.004158     0.000353
  -31.500000     0.004166     0.000341
  -30.500000     0.004092     0.000310
  -29.500000     0.003779     0.000320
  -28.500000     0.003739     0.000271
  -27.500000     0.003380     0.000189
  -26.500000     0.002887     0.000227
  -25.500000     0.002406     0.000155
  -24.500000     0.001896     0.000129
  -23.500000     0.001284     0.000117
  -22.500000     0.001151     0.000141
  -21.500000     0.001201     0.000135
  -20.500000     0.001652     0.000228
  -19.500000     0.002976     0.000402
  -18.500000     0.005031     0.000533
  -17.500000     0.009110     0.000917
  -16.500000     0.014896     0.001209
  -15.500000     0.023502     0.001502
  -14.500000     0.032661     0.001788
  -13.500000     0.041317     0.001971
  -12.500000     0.044553     0.002304
  -11.500000     0.041877     0.002074
  -10.500000     0.033264     0.001828
   -9.500000     0.023772     0.001509
   -8.500000     0.014844     0.001212
   -7.500000     0.008464     0.000817
   -6.500000     0.004775     0.000559
   -5.500000     0.002793     0.000317
   -4.500000     0.001644     0.000199
   -3.500000     0.000990     0.000158
   -2.500000     0.000850     0.000174
   -1.500000     0.000748     0.000182
   -0.500000     0.000644     0.000148
    0.500000     0.000670     0.000159
    1.500000     0.000585     0.000128
    2.500000     0.000770     0.000160
    3.500000     0.001005     0.000186
    4.500000     0.001798     0.000266
    5.500000     0.002873     0.000362
    6.500000     0.005502     0.000553
    7.500000     0.009673     0.000956
    8.500000     0.017186     0.001584
    9.500000     0.026299     0.002087
   10.500000     0.037165     0.002953
   11.500000     0.045281     0.003436
   12.500000     0.048618     0.003872
   13.500000     0.045067     0.003504
   14.500000     0.035764     0.002767
   15.500000     0.025605     0.001931
   16.500000     0.016285     0.001062
   17.500000     0.009897     0.000684
   18.500000     0.005669     0.000487
   19.500000     0.003117     0.000245
   20.500000     0.001839     0.000156
   21.500000     0.001296     0.000104
   22.500000     0.001352     0.000146
   23.500000     0.001695     0.000201
   24.500000     0.002185     0.000230
   25.500000     0.002765     0.000273
   26.500000     0.003366     0.000349
   27.500000     0.004053     0.000485
   28.500000     0.004536     0.000539
   29.500000     0.004724     0.000549
   30.500000     0.004783     0.000569
   31.500000     0.004896     0.000568
   32.500000     0.004887     0.000669
   33.500000     0.004725     0.000539
   34.500000     0.004598     0.000613
   35.500000     0.004670     0.000600
   36.500000     0.004654     0.000645
   37.500000     0.004358     0.000592
   38.500000     0.004417     0.000550
   39.500000     0.004476     0.000586
   40.500000     0.004439     0.000516
   41.500000     0.004424     0.000580
   42.500000     0.004467     0.000559
   43.500000     0.004529     0.000542
   44.500000     0.004300     0.000503
   45.500000     0.004248     0.000537
   46.500000     0.004311     0.000561
   47.500000     0.004173     0.000505
   48.500000     0.004227     0.000503
   49.500000     0.004418     0.000533
   50.500000     0.004385     0.000550
   51.500000     0.004193     0.000531
   52.500000     0.004182     0.000575
   53.500000     0.004295     0.000552
   54.500000     0.004190     0.000534
   55.500000     0.004187     0.000539
   56.500000     0.004224     0.000502
   57.500000     0.004158     0.000506
   58.500000     0.004397     0.000508
   59.500000     0.004241     0.000422
   60.500000     0.004324     0.000478
   61.500000     0.004389     0.000464
   62.500000     0.004142     0.000476
   63.500000     0.004122     0.000469
   64.500000     0.003731     0.000431
   65.500000     0.002935     0.000369
   66.500000     0.002172     0.000347
   67.500000     0.001339     0.000256
   68.500000     0.000746     0.000146
   69.500000     0.000352     0.000086
   70.500000     0.000106     0.000024
   71.500000     0.000025     0.000008
   72.500000     0.000003     0.000002
