#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 46.154 46.154 61.538 51.282 5.128 0.000 0.000 0.000 0.000 0.000
1 34.615 38.462 34.615 35.897 1.282 0.000 0.000 0.000 0.000 0.000
2 53.846 42.308 57.692 51.282 4.623 0.000 0.000 0.000 0.000 0.000
3 46.154 34.615 69.231 50.000 10.176 0.000 0.000 0.000 0.000 0.000
4 46.154 46.154 65.385 52.564 6.410 0.000 0.000 0.000 0.000 0.000
5 57.692 46.154 69.231 57.692 6.662 0.000 0.000 0.000 0.000 0.000
6 69.231 65.385 57.692 64.103 3.392 0.000 0.000 0.000 0.000 0.000
7 34.615 73.077 65.385 57.692 11.750 0.000 0.000 0.000 0.000 0.000
8 38.462 34.615 61.538 44.872 8.407 0.000 0.000 0.000 0.000 0.000
9 57.692 57.692 53.846 56.410 1.282 0.000 0.000 0.000 0.000 0.000
10 46.154 50.000 61.538 52.564 4.623 0.000 0.000 0.000 0.000 0.000
11 57.692 57.692 57.692 57.692 0.000 0.000 0.000 0.000 0.000 0.000
12 50.000 46.154 69.231 55.128 7.138 0.000 0.000 0.000 0.000 0.000
13 42.308 50.000 50.000 47.436 2.564 0.000 0.000 0.000 0.000 0.000
14 50.000 34.615 42.308 42.308 4.441 0.000 0.000 0.000 0.000 0.000
15 61.538 53.846 30.769 48.718 9.245 0.000 0.000 0.000 0.000 0.000
16 42.308 42.308 61.538 48.718 6.410 0.000 0.000 0.000 0.000 0.000
17 46.154 50.000 50.000 48.718 1.282 0.000 0.000 3.125 1.042 1.042
18 50.000 34.615 65.385 50.000 8.882 0.000 0.000 0.000 0.000 0.000
19 46.154 26.923 50.000 41.026 7.138 0.000 0.000 0.000 0.000 0.000
20 42.308 69.231 42.308 51.282 8.974 0.000 0.000 1.562 0.521 0.521
21 57.692 53.846 53.846 55.128 1.282 0.000 0.000 1.562 0.521 0.521
22 38.462 57.692 65.385 53.846 8.006 0.000 0.000 1.562 0.521 0.521
23 38.462 42.308 57.692 46.154 5.875 0.000 0.000 0.000 0.000 0.000
24 34.615 42.308 46.154 41.026 3.392 0.000 0.000 1.562 0.521 0.521
25 42.308 30.769 26.923 33.333 4.623 0.000 0.000 0.000 0.000 0.000
26 23.077 38.462 53.846 38.462 8.882 0.000 0.000 0.000 0.000 0.000
27 50.000 34.615 57.692 47.436 6.784 0.000 0.000 0.000 0.000 0.000
28 46.154 38.462 42.308 42.308 2.221 0.000 0.000 0.000 0.000 0.000
29 69.231 46.154 42.308 52.564 8.407 0.000 0.000 0.000 0.000 0.000
30 65.385 42.308 53.846 53.846 6.662 0.000 0.000 0.000 0.000 0.000
31 38.462 73.077 46.154 52.564 10.494 0.000 0.000 0.000 0.000 0.000
32 50.000 61.538 42.308 51.282 5.588 0.000 0.000 0.000 0.000 0.000
33 53.846 53.846 57.692 55.128 1.282 0.000 0.000 0.000 0.000 0.000
34 50.000 46.154 73.077 56.410 8.407 0.000 0.000 0.000 0.000 0.000
35 46.154 42.308 69.231 52.564 8.407 0.000 0.000 0.000 0.000 0.000
36 30.769 42.308 57.692 43.590 7.798 0.000 0.000 0.000 0.000 0.000
37 65.385 53.846 57.692 58.974 3.392 0.000 0.000 0.000 0.000 0.000
38 76.923 38.462 46.154 53.846 11.750 0.000 0.000 0.000 0.000 0.000
39 69.231 30.769 57.692 52.564 11.395 0.000 0.000 0.000 0.000 0.000
40 57.692 42.308 61.538 53.846 5.875 0.000 0.000 0.000 0.000 0.000
41 38.462 61.538 34.615 44.872 8.407 0.000 0.000 0.000 0.000 0.000
42 30.769 65.385 50.000 48.718 10.013 0.000 0.000 0.000 0.000 0.000
43 30.769 46.154 50.000 42.308 5.875 0.000 0.000 1.562 0.521 0.521
44 69.231 38.462 38.462 48.718 10.256 0.000 0.000 0.000 0.000 0.000
45 42.308 53.846 57.692 51.282 4.623 0.000 0.000 0.000 0.000 0.000
46 30.769 34.615 50.000 38.462 5.875 0.000 0.000 0.000 0.000 0.000
47 65.385 53.846 46.154 55.128 5.588 0.000 0.000 0.000 0.000 0.000
48 34.615 73.077 53.846 53.846 11.103 0.000 0.000 1.562 0.521 0.521
49 50.000 53.846 53.846 52.564 1.282 0.000 0.000 0.000 0.000 0.000
50 46.154 50.000 57.692 51.282 3.392 0.000 0.000 3.125 1.042 1.042
51 50.000 38.462 50.000 46.154 3.846 0.000 0.000 0.000 0.000 0.000
52 34.615 69.231 73.077 58.974 12.230 0.000 0.000 1.562 0.521 0.521
53 73.077 46.154 69.231 62.821 8.407 0.000 0.000 1.562 0.521 0.521
54 50.000 65.385 50.000 55.128 5.128 0.000 0.000 0.000 0.000 0.000
