           z         mean           se
    0.500000    13.608262     0.733056
    1.500000    13.763170     0.661885
    2.500000    13.489511     0.416414
    3.500000    12.082469     0.387699
    4.500000    10.307230     0.448305
    5.500000     7.919676     0.376399
    6.500000     5.459073     0.264585
    7.500000     3.213707     0.212796
    8.500000     1.202389     0.178948
    9.500000    -0.381384     0.158458
   10.500000    -1.628595     0.136907
   11.500000    -2.471456     0.134670
   12.500000    -2.936245     0.128476
   13.500000    -3.045902     0.123032
   14.500000    -2.796654     0.133277
   15.500000    -2.239946     0.145827
   16.500000    -1.432486     0.131772
   17.500000    -0.450457     0.133117
   18.500000     0.508961     0.122594
   19.500000     1.322588     0.121314
   20.500000     1.731762     0.111164
   21.500000     1.579217     0.098141
   22.500000     1.141615     0.078785
   23.500000     0.766225     0.059248
   24.500000     0.440401     0.054921
   25.500000     0.192129     0.057335
   26.500000     0.083983     0.056462
   27.500000     0.001572     0.042952
   28.500000    -0.013326     0.042623
   29.500000    -0.032388     0.041780
   30.500000    -0.018303     0.038446
   31.500000    -0.013365     0.035035
   32.500000    -0.009884     0.041856
   33.500000    -0.014480     0.029620
   34.500000    -0.012516     0.023333
   35.500000    -0.015625     0.025196
   36.500000    -0.001043     0.016340
   37.500000    -0.026515     0.014082
   38.500000    -0.007115     0.017993
   39.500000    -0.006396     0.013794
   40.500000    -0.003456     0.011918
   41.500000     0.001897     0.011580
   42.500000     0.010032     0.014893
   43.500000     0.000176     0.014173
   44.500000    -0.000898     0.013083
   45.500000    -0.012967     0.009533
   46.500000     0.016860     0.008820
   47.500000    -0.005398     0.010323
   48.500000     0.001944     0.013426
   49.500000    -0.008189     0.012535
   50.500000    -0.003174     0.022829
   51.500000     0.009072     0.019031
   52.500000    -0.005878     0.023595
   53.500000     0.012674     0.028821
   54.500000     0.014886     0.024226
   55.500000     0.029038     0.029894
   56.500000     0.011986     0.024862
   57.500000     0.020408     0.026170
   58.500000     0.030104     0.034515
   59.500000     0.046552     0.034409
   60.500000     0.068425     0.030236
   61.500000     0.094683     0.030776
   62.500000     0.167534     0.034572
   63.500000     0.341137     0.045359
   64.500000     0.647632     0.058357
   65.500000     1.080885     0.073612
   66.500000     1.765231     0.104502
   67.500000     2.669029     0.122983
   68.500000     3.811391     0.155993
   69.500000     5.445494     0.206217
   70.500000     7.326198     0.283448
   71.500000     9.842031     0.338025
   72.500000    11.307214     0.521507
   73.500000    15.080982     0.597119
   74.500000    18.043202     0.261190
   75.500000    18.288350     0.120517
