#batch avg_duration max_duration contacts_count
0 #TOTAL_CONTACTS 24160 for 10100 frames
1 #TOTAL_CONTACTS 22975 for 10100 frames
2 #TOTAL_CONTACTS 23834 for 10100 frames
3 #TOTAL_CONTACTS 24061 for 10100 frames
4 #TOTAL_CONTACTS 23981 for 10100 frames
5 #TOTAL_CONTACTS 23850 for 9600 frames
