           z         mean           se
  -74.500000     0.000001     0.000001
  -73.500000     0.000009     0.000004
  -72.500000     0.000041     0.000011
  -71.500000     0.000184     0.000032
  -70.500000     0.000590     0.000076
  -69.500000     0.001419     0.000114
  -68.500000     0.002923     0.000169
  -67.500000     0.004961     0.000221
  -66.500000     0.006993     0.000227
  -65.500000     0.008723     0.000200
  -64.500000     0.009750     0.000196
  -63.500000     0.010183     0.000179
  -62.500000     0.010321     0.000145
  -61.500000     0.010536     0.000165
  -60.500000     0.010561     0.000130
  -59.500000     0.010505     0.000185
  -58.500000     0.010547     0.000146
  -57.500000     0.010541     0.000164
  -56.500000     0.010453     0.000154
  -55.500000     0.010566     0.000180
  -54.500000     0.010476     0.000167
  -53.500000     0.010493     0.000152
  -52.500000     0.010446     0.000163
  -51.500000     0.010468     0.000177
  -50.500000     0.010400     0.000130
  -49.500000     0.010405     0.000133
  -48.500000     0.010411     0.000108
  -47.500000     0.010534     0.000097
  -46.500000     0.010577     0.000138
  -45.500000     0.010574     0.000116
  -44.500000     0.010658     0.000103
  -43.500000     0.010693     0.000168
  -42.500000     0.010657     0.000117
  -41.500000     0.010767     0.000131
  -40.500000     0.010854     0.000092
  -39.500000     0.011011     0.000112
  -38.500000     0.011192     0.000111
  -37.500000     0.011320     0.000089
  -36.500000     0.011406     0.000083
  -35.500000     0.011589     0.000058
  -34.500000     0.011820     0.000105
  -33.500000     0.012158     0.000088
  -32.500000     0.012556     0.000103
  -31.500000     0.012974     0.000140
  -30.500000     0.013567     0.000173
  -29.500000     0.014113     0.000109
  -28.500000     0.014150     0.000137
  -27.500000     0.013645     0.000145
  -26.500000     0.012214     0.000201
  -25.500000     0.010019     0.000140
  -24.500000     0.007367     0.000131
  -23.500000     0.004777     0.000115
  -22.500000     0.002718     0.000079
  -21.500000     0.001383     0.000031
  -20.500000     0.000655     0.000034
  -19.500000     0.000314     0.000035
  -18.500000     0.000164     0.000030
  -17.500000     0.000083     0.000018
  -16.500000     0.000045     0.000016
  -15.500000     0.000018     0.000005
  -14.500000     0.000004     0.000001
  -13.500000     0.000000     0.000000
  -12.500000     0.000000     0.000000
  -11.500000     0.000000     0.000000
  -10.500000     0.000000     0.000000
   -9.500000     0.000000     0.000000
   -8.500000     0.000000     0.000000
   -7.500000     0.000000     0.000000
   -6.500000     0.000000     0.000000
   -5.500000     0.000000     0.000000
   -4.500000     0.000000     0.000000
   -3.500000     0.000000     0.000000
   -2.500000     0.000000     0.000000
   -1.500000     0.000000     0.000000
   -0.500000     0.000000     0.000000
    0.500000     0.000000     0.000000
    1.500000     0.000000     0.000000
    2.500000     0.000000     0.000000
    3.500000     0.000000     0.000000
    4.500000     0.000000     0.000000
    5.500000     0.000000     0.000000
    6.500000     0.000000     0.000000
    7.500000     0.000000     0.000000
    8.500000     0.000000     0.000000
    9.500000     0.000000     0.000000
   10.500000     0.000000     0.000000
   11.500000     0.000002     0.000002
   12.500000     0.000001     0.000001
   13.500000     0.000005     0.000004
   14.500000     0.000010     0.000004
   15.500000     0.000023     0.000011
   16.500000     0.000045     0.000014
   17.500000     0.000099     0.000022
   18.500000     0.000191     0.000030
   19.500000     0.000332     0.000029
   20.500000     0.000704     0.000043
   21.500000     0.001385     0.000051
   22.500000     0.002635     0.000086
   23.500000     0.004632     0.000124
   24.500000     0.007187     0.000182
   25.500000     0.010012     0.000247
   26.500000     0.011974     0.000245
   27.500000     0.013359     0.000254
   28.500000     0.013740     0.000238
   29.500000     0.013676     0.000231
   30.500000     0.013241     0.000201
   31.500000     0.012643     0.000227
   32.500000     0.012245     0.000174
   33.500000     0.011867     0.000179
   34.500000     0.011493     0.000201
   35.500000     0.011324     0.000221
   36.500000     0.011036     0.000179
   37.500000     0.010762     0.000163
   38.500000     0.010878     0.000192
   39.500000     0.010752     0.000141
   40.500000     0.010658     0.000183
   41.500000     0.010584     0.000161
   42.500000     0.010582     0.000126
   43.500000     0.010636     0.000127
   44.500000     0.010605     0.000113
   45.500000     0.010626     0.000124
   46.500000     0.010612     0.000123
   47.500000     0.010629     0.000092
   48.500000     0.010563     0.000100
   49.500000     0.010621     0.000111
   50.500000     0.010714     0.000127
   51.500000     0.010727     0.000106
   52.500000     0.010603     0.000096
   53.500000     0.010502     0.000125
   54.500000     0.010519     0.000095
   55.500000     0.010503     0.000111
   56.500000     0.010526     0.000112
   57.500000     0.010583     0.000119
   58.500000     0.010465     0.000108
   59.500000     0.010470     0.000096
   60.500000     0.010420     0.000099
   61.500000     0.010402     0.000080
   62.500000     0.010388     0.000087
   63.500000     0.010459     0.000090
   64.500000     0.010258     0.000096
   65.500000     0.010398     0.000084
   66.500000     0.009929     0.000128
   67.500000     0.009172     0.000168
   68.500000     0.007834     0.000203
   69.500000     0.005953     0.000217
   70.500000     0.003802     0.000178
   71.500000     0.002109     0.000128
   72.500000     0.000949     0.000095
   73.500000     0.000347     0.000056
   74.500000     0.000095     0.000021
   75.500000     0.000020     0.000005
   76.500000     0.000005     0.000003
   77.500000     0.000000     0.000000
