           z         mean           se
    0.500000    19.302081     0.024623
    1.500000    19.302081     0.024623
    2.500000    19.302081     0.024623
    3.500000    19.302081     0.024623
    4.500000    19.302081     0.024623
    5.500000    19.302081     0.024623
    6.500000    19.302081     0.024623
    7.500000    19.302081     0.024623
    8.500000    19.302081     0.024623
    9.500000    19.302081     0.024623
   10.500000    19.302081     0.024623
   11.500000    18.210916     0.852937
   12.500000    17.177206     1.110952
   13.500000    14.930298     1.176216
   14.500000    13.683154     1.261889
   15.500000    12.148700     1.041642
   16.500000    10.089634     0.773061
   17.500000     8.179612     0.655192
   18.500000     7.304703     0.698009
   19.500000     6.070859     0.555191
   20.500000     5.135486     0.404296
   21.500000     4.227649     0.278885
   22.500000     3.163386     0.192836
   23.500000     1.904985     0.128065
   24.500000     0.813159     0.114472
   25.500000    -0.013078     0.087917
   26.500000    -0.547302     0.062026
   27.500000    -0.871403     0.061860
   28.500000    -0.956908     0.050279
   29.500000    -0.943767     0.060555
   30.500000    -0.868891     0.039770
   31.500000    -0.773604     0.060110
   32.500000    -0.633147     0.048009
   33.500000    -0.558332     0.059429
   34.500000    -0.421272     0.054390
   35.500000    -0.313931     0.057621
   36.500000    -0.273349     0.063557
   37.500000    -0.214534     0.057725
   38.500000    -0.131339     0.039090
   39.500000    -0.092506     0.047695
   40.500000    -0.042179     0.026478
   41.500000     0.012716     0.022743
   42.500000     0.025609     0.021526
   43.500000     0.003107     0.031785
   44.500000    -0.017054     0.031849
   45.500000    -0.012558     0.026344
   46.500000     0.002942     0.021686
   47.500000    -0.000430     0.021395
   48.500000     0.016498     0.027821
   49.500000     0.011348     0.031242
   50.500000    -0.017369     0.037433
   51.500000     0.074952     0.031676
   52.500000     0.080273     0.043005
   53.500000     0.148651     0.046573
   54.500000     0.153335     0.056393
   55.500000     0.130738     0.050851
   56.500000     0.238506     0.061094
   57.500000     0.235019     0.062356
   58.500000     0.241001     0.064003
   59.500000     0.272121     0.068436
   60.500000     0.247068     0.055114
   61.500000     0.233080     0.058209
   62.500000     0.300050     0.064238
   63.500000     0.481181     0.060772
   64.500000     0.655859     0.049556
   65.500000     0.921235     0.072014
   66.500000     1.305575     0.064468
   67.500000     1.808737     0.082632
   68.500000     2.430236     0.117588
   69.500000     3.186643     0.162744
   70.500000     4.281300     0.195523
   71.500000     5.814863     0.325760
   72.500000     7.557999     0.468859
   73.500000    10.138869     0.649889
   74.500000    11.115258     1.069736
   75.500000    14.566850     1.012591
   76.500000    17.006109     0.961832
   77.500000    18.900305     0.413081
   78.500000    18.900305     0.413081
