           z         mean           se
  -66.500000     0.000000     0.000000
  -65.500000     0.000004     0.000002
  -64.500000     0.000014     0.000004
  -63.500000     0.000052     0.000013
  -62.500000     0.000182     0.000039
  -61.500000     0.000468     0.000081
  -60.500000     0.000930     0.000123
  -59.500000     0.001593     0.000174
  -58.500000     0.002187     0.000205
  -57.500000     0.002728     0.000216
  -56.500000     0.003004     0.000227
  -55.500000     0.003204     0.000219
  -54.500000     0.003248     0.000227
  -53.500000     0.003332     0.000228
  -52.500000     0.003285     0.000233
  -51.500000     0.003335     0.000227
  -50.500000     0.003349     0.000240
  -49.500000     0.003310     0.000232
  -48.500000     0.003340     0.000247
  -47.500000     0.003338     0.000238
  -46.500000     0.003356     0.000249
  -45.500000     0.003352     0.000242
  -44.500000     0.003323     0.000243
  -43.500000     0.003328     0.000266
  -42.500000     0.003277     0.000268
  -41.500000     0.003294     0.000276
  -40.500000     0.003322     0.000294
  -39.500000     0.003310     0.000285
  -38.500000     0.003212     0.000303
  -37.500000     0.003246     0.000327
  -36.500000     0.003251     0.000344
  -35.500000     0.003231     0.000358
  -34.500000     0.003228     0.000346
  -33.500000     0.003123     0.000371
  -32.500000     0.003202     0.000392
  -31.500000     0.003232     0.000375
  -30.500000     0.003369     0.000385
  -29.500000     0.003427     0.000359
  -28.500000     0.003461     0.000377
  -27.500000     0.003508     0.000393
  -26.500000     0.003371     0.000389
  -25.500000     0.003191     0.000373
  -24.500000     0.002944     0.000346
  -23.500000     0.002545     0.000318
  -22.500000     0.002169     0.000264
  -21.500000     0.002081     0.000262
  -20.500000     0.002664     0.000211
  -19.500000     0.004511     0.000243
  -18.500000     0.008348     0.000256
  -17.500000     0.015417     0.000361
  -16.500000     0.026204     0.000512
  -15.500000     0.039642     0.000696
  -14.500000     0.052383     0.000849
  -13.500000     0.059661     0.001022
  -12.500000     0.057595     0.001019
  -11.500000     0.046457     0.001028
  -10.500000     0.031982     0.000980
   -9.500000     0.018716     0.000917
   -8.500000     0.009185     0.000587
   -7.500000     0.003861     0.000376
   -6.500000     0.001351     0.000190
   -5.500000     0.000397     0.000075
   -4.500000     0.000104     0.000029
   -3.500000     0.000020     0.000007
   -2.500000     0.000010     0.000007
   -1.500000     0.000001     0.000001
   -0.500000     0.000000     0.000000
    0.500000     0.000000     0.000000
    1.500000     0.000008     0.000007
    2.500000     0.000011     0.000007
    3.500000     0.000045     0.000012
    4.500000     0.000115     0.000017
    5.500000     0.000366     0.000043
    6.500000     0.001226     0.000097
    7.500000     0.003477     0.000202
    8.500000     0.008775     0.000483
    9.500000     0.018087     0.000816
   10.500000     0.031029     0.001273
   11.500000     0.045831     0.001826
   12.500000     0.057053     0.002216
   13.500000     0.059082     0.002386
   14.500000     0.051212     0.002186
   15.500000     0.037506     0.001775
   16.500000     0.023524     0.001292
   17.500000     0.013139     0.000703
   18.500000     0.007064     0.000348
   19.500000     0.003746     0.000150
   20.500000     0.002237     0.000114
   21.500000     0.001903     0.000086
   22.500000     0.002022     0.000078
   23.500000     0.002371     0.000108
   24.500000     0.002688     0.000111
   25.500000     0.002910     0.000125
   26.500000     0.003084     0.000114
   27.500000     0.003182     0.000147
   28.500000     0.003178     0.000143
   29.500000     0.003212     0.000168
   30.500000     0.003179     0.000152
   31.500000     0.003113     0.000153
   32.500000     0.003116     0.000150
   33.500000     0.003058     0.000138
   34.500000     0.003012     0.000140
   35.500000     0.003135     0.000163
   36.500000     0.003103     0.000122
   37.500000     0.003137     0.000150
   38.500000     0.003163     0.000120
   39.500000     0.003224     0.000118
   40.500000     0.003191     0.000135
   41.500000     0.003187     0.000125
   42.500000     0.003174     0.000155
   43.500000     0.003263     0.000154
   44.500000     0.003277     0.000179
   45.500000     0.003300     0.000184
   46.500000     0.003271     0.000189
   47.500000     0.003279     0.000212
   48.500000     0.003357     0.000190
   49.500000     0.003304     0.000150
   50.500000     0.003325     0.000156
   51.500000     0.003368     0.000164
   52.500000     0.003385     0.000143
   53.500000     0.003350     0.000155
   54.500000     0.003269     0.000134
   55.500000     0.003361     0.000172
   56.500000     0.003300     0.000186
   57.500000     0.003260     0.000174
   58.500000     0.003185     0.000184
   59.500000     0.003203     0.000175
   60.500000     0.003117     0.000178
   61.500000     0.002955     0.000199
   62.500000     0.002548     0.000189
   63.500000     0.001985     0.000179
   64.500000     0.001368     0.000135
   65.500000     0.000778     0.000101
   66.500000     0.000365     0.000059
   67.500000     0.000134     0.000029
   68.500000     0.000044     0.000011
   69.500000     0.000007     0.000002
   70.500000     0.000002     0.000001
   71.500000     0.000000     0.000000
