#resid average_duration max_duration persistent_contacts
1 4.775 33 320
10 4.359477124183006 22 459
11 4.719626168224299 23 321
12 4.45067264573991 27 446
13 4.330188679245283 28 424
14 4.696476964769648 27 369
15 4.75764705882353 37 425
16 4.884931506849315 47 365
17 4.648960739030023 27 433
18 4.262886597938144 24 388
19 4.608695652173913 52 460
2 4.2729468599033815 33 414
20 4.345454545454546 22 330
21 4.672086720867209 17 369
22 5.641399416909621 220 343
23 5.162241887905605 52 339
24 5.017492711370262 153 343
25 4.68976897689769 22 303
26 5.101214574898785 52 247
3 4.763888888888889 67 288
4 4.342105263157895 21 304
5 4.531034482758621 21 435
6 5.294117647058823 153 391
7 4.471698113207547 19 477
8 4.237777777777778 23 450
9 5.465671641791045 220 335
#TOTAL_CONTACTS 27185 for 10100 frames
