#resid avg_dur_moy avg_dur_se max_dur_moy max_dur_se contacts_moy contacts_se
0 0,000 0,000 25130,000 20290,570 0,000 0,000
1 0,000 0,000 30074,667 25193,413 0,000 0,000
2 0,000 0,000 26634,000 21778,966 0,000 0,000
3 0,000 0,000 37111,000 32191,728 0,000 0,000
4 0,000 0,000 33169,667 28268,309 0,000 0,000
5 0,000 0,000 27592,333 22957,537 0,000 0,000
