#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 53.846 46.154 30.769 43.590 6.784 0.000 0.000 0.000 0.000 0.000
1 65.385 46.154 57.692 56.410 5.588 0.000 0.000 0.000 0.000 0.000
2 57.692 46.154 61.538 55.128 4.623 0.000 0.000 0.000 0.000 0.000
3 50.000 50.000 73.077 57.692 7.692 0.000 0.000 0.000 0.000 0.000
4 69.231 38.462 65.385 57.692 9.679 0.000 0.000 0.000 0.000 0.000
5 46.154 38.462 53.846 46.154 4.441 0.000 0.000 0.000 0.000 0.000
6 26.923 34.615 53.846 38.462 8.006 0.000 0.000 0.000 0.000 0.000
7 15.385 34.615 46.154 32.051 8.974 0.000 0.000 0.000 0.000 0.000
8 50.000 53.846 57.692 53.846 2.221 0.000 0.000 0.000 0.000 0.000
9 53.846 57.692 53.846 55.128 1.282 0.000 0.000 0.000 0.000 0.000
10 53.846 42.308 65.385 53.846 6.662 0.000 0.000 0.000 0.000 0.000
11 38.462 23.077 46.154 35.897 6.784 0.000 0.000 0.000 0.000 0.000
12 53.846 53.846 53.846 53.846 0.000 0.000 0.000 0.000 0.000 0.000
13 46.154 50.000 46.154 47.436 1.282 0.000 0.000 0.000 0.000 0.000
14 57.692 53.846 57.692 56.410 1.282 0.000 0.000 0.000 0.000 0.000
15 42.308 38.462 50.000 43.590 3.392 0.000 0.000 0.000 0.000 0.000
16 69.231 65.385 50.000 61.538 5.875 0.000 0.000 0.000 0.000 0.000
17 57.692 34.615 38.462 43.590 7.138 0.000 0.000 0.000 0.000 0.000
18 57.692 23.077 50.000 43.590 10.494 0.000 0.000 0.000 0.000 0.000
19 42.308 53.846 61.538 52.564 5.588 0.000 0.000 0.000 0.000 0.000
20 19.231 30.769 34.615 28.205 4.623 0.000 0.000 0.000 0.000 0.000
21 38.462 42.308 50.000 43.590 3.392 0.000 0.000 0.000 0.000 0.000
22 30.769 53.846 46.154 43.590 6.784 0.000 0.000 0.000 0.000 0.000
23 50.000 53.846 38.462 47.436 4.623 0.000 0.000 0.000 0.000 0.000
24 46.154 69.231 50.000 55.128 7.138 0.000 0.000 0.000 0.000 0.000
25 53.846 30.769 57.692 47.436 8.407 0.000 0.000 0.000 0.000 0.000
26 46.154 50.000 50.000 48.718 1.282 0.000 0.000 0.000 0.000 0.000
27 57.692 69.231 34.615 53.846 10.176 0.000 0.000 0.000 0.000 0.000
28 42.308 69.231 61.538 57.692 8.006 0.000 0.000 0.000 0.000 0.000
29 42.308 15.385 53.846 37.179 11.395 0.000 0.000 0.000 0.000 0.000
30 38.462 57.692 53.846 50.000 5.875 0.000 0.000 0.000 0.000 0.000
31 53.846 65.385 50.000 56.410 4.623 0.000 0.000 0.000 0.000 0.000
32 46.154 38.462 42.308 42.308 2.221 0.000 0.000 0.000 0.000 0.000
33 65.385 38.462 80.769 61.538 12.364 0.000 0.000 0.000 0.000 0.000
34 50.000 57.692 50.000 52.564 2.564 0.000 0.000 0.000 0.000 0.000
35 23.077 50.000 73.077 48.718 14.448 0.000 0.000 0.000 0.000 0.000
36 34.615 46.154 46.154 42.308 3.846 0.000 0.000 0.000 0.000 0.000
