#resid average_duration max_duration persistent_contacts
1 4.092592592592593 85 432
10 4.4754901960784315 127 408
11 3.776053215077605 23 451
12 3.7872860635696823 18 409
13 3.9390862944162435 22 394
14 3.9904458598726116 19 314
15 3.7048710601719197 17 349
16 4.962365591397849 127 372
17 3.75 20 356
18 3.8856447688564475 23 411
19 3.946236559139785 23 279
2 3.986111111111111 35 432
20 4.531073446327683 96 354
21 3.7597765363128492 18 358
22 3.8100436681222707 23 458
23 3.910843373493976 24 415
24 3.888157894736842 16 304
25 4.314285714285714 96 385
26 3.6656626506024095 15 332
3 3.727810650887574 23 338
4 3.6930946291560103 16 391
5 3.5786516853932584 13 356
6 3.875 15 304
7 3.388111888111888 17 286
8 3.743764172335601 19 441
9 4.447887323943662 85 355
#TOTAL_CONTACTS 23915 for 10100 frames
