#resid average_duration max_duration persistent_contacts
1 3.647814910025707 21 389
10 3.8106666666666666 27 375
11 3.717223650385604 16 389
12 3.904255319148936 18 376
13 3.905759162303665 34 382
14 3.9050445103857565 20 337
15 3.647398843930636 27 346
16 3.68135593220339 21 295
17 3.761780104712042 14 382
18 3.7613065326633164 20 398
19 4.125748502994012 36 334
2 3.7 19 350
20 3.828087167070218 15 413
21 3.8816901408450706 14 355
22 3.6333333333333333 20 390
23 4.073972602739726 36 365
24 4.010810810810811 13 370
25 3.7115987460815045 16 319
26 3.5892351274787537 12 353
3 3.7937853107344632 20 354
4 4.1336405529953915 36 217
5 3.6443148688046647 15 343
6 3.912806539509537 20 367
7 3.6782178217821784 16 404
8 3.692528735632184 36 348
9 3.7636887608069163 18 347
#TOTAL_CONTACTS 22485 for 10100 frames
