Carbon	SCD_traj1_401-600	SCD_traj1_601-800	SCD_traj1_801-1000	SCD_traj2_401-600	SCD_traj2_601-800	SCD_traj2_801-1000	SCD_traj3_401-600	SCD_traj3_601-800	SCD_traj3_801-1000	scd_mean	se
2	0.082000	0.085000	0.090000	0.098000	0.090000	0.098000	0.087000	0.087000	0.092000	0.089889	0.001822
3	0.194000	0.202000	0.207000	0.212000	0.207000	0.202000	0.208000	0.202000	0.201000	0.203889	0.001744
4	0.187000	0.204000	0.208000	0.214000	0.207000	0.198000	0.203000	0.198000	0.203000	0.202444	0.002545
5	0.195000	0.215000	0.222000	0.226000	0.218000	0.209000	0.210000	0.209000	0.215000	0.213222	0.002999
6	0.173000	0.190000	0.202000	0.201000	0.197000	0.188000	0.183000	0.187000	0.197000	0.190889	0.003133
7	0.164000	0.180000	0.192000	0.195000	0.192000	0.178000	0.174000	0.179000	0.188000	0.182444	0.003375
8	0.097000	0.106000	0.113000	0.117000	0.108000	0.103000	0.102000	0.103000	0.112000	0.106778	0.002107
9	0.052000	0.066000	0.072000	0.074000	0.064000	0.062000	0.057000	0.055000	0.064000	0.062889	0.002458
10	0.039000	0.049000	0.052000	0.043000	0.065000	0.045000	0.046000	0.051000	0.050000	0.048889	0.002446
11	0.069000	0.077000	0.082000	0.074000	0.089000	0.072000	0.074000	0.076000	0.082000	0.077222	0.002047
12	0.110000	0.117000	0.124000	0.114000	0.136000	0.113000	0.115000	0.115000	0.123000	0.118556	0.002652
13	0.114000	0.121000	0.126000	0.118000	0.140000	0.118000	0.121000	0.122000	0.127000	0.123000	0.002511
14	0.115000	0.125000	0.131000	0.125000	0.142000	0.124000	0.127000	0.128000	0.129000	0.127333	0.002375
15	0.103000	0.109000	0.116000	0.117000	0.128000	0.115000	0.115000	0.115000	0.118000	0.115111	0.002245
16	0.094000	0.099000	0.104000	0.105000	0.114000	0.104000	0.106000	0.102000	0.110000	0.104222	0.001935
17	0.072000	0.074000	0.081000	0.079000	0.085000	0.080000	0.084000	0.078000	0.083000	0.079556	0.001464
18	0.021000	0.025000	0.027000	0.029000	0.028000	0.026000	0.027000	0.025000	0.027000	0.026111	0.000772
