#frame monomer_traj1 monomer_traj2 monomer_traj3 monomer_moy standard_error popc_alone_traj1 popc_alone_traj2 popc_alone_traj3 popc_alone_moy standard_error
0 57.692 46.154 46.154 50.000 3.846 0.000 0.000 0.000 0.000 0.000
1 46.154 50.000 69.231 55.128 7.138 0.000 0.000 0.000 0.000 0.000
2 38.462 50.000 61.538 50.000 6.662 0.000 0.000 0.000 0.000 0.000
3 46.154 34.615 26.923 35.897 5.588 0.000 0.000 0.000 0.000 0.000
4 57.692 34.615 34.615 42.308 7.692 0.000 0.000 0.000 0.000 0.000
5 57.692 23.077 42.308 41.026 10.013 0.000 0.000 0.000 0.000 0.000
6 38.462 30.769 50.000 39.744 5.588 0.000 0.000 0.000 0.000 0.000
7 46.154 42.308 69.231 52.564 8.407 0.000 0.000 0.000 0.000 0.000
8 42.308 38.462 30.769 37.179 3.392 0.000 0.000 0.000 0.000 0.000
9 61.538 38.462 50.000 50.000 6.662 0.000 0.000 0.000 0.000 0.000
10 53.846 46.154 26.923 42.308 8.006 0.000 0.000 0.000 0.000 0.000
11 30.769 57.692 42.308 43.590 7.798 0.000 0.000 0.000 0.000 0.000
12 42.308 38.462 30.769 37.179 3.392 0.000 0.000 0.000 0.000 0.000
13 34.615 42.308 42.308 39.744 2.564 0.000 0.000 0.000 0.000 0.000
14 38.462 42.308 53.846 44.872 4.623 0.000 0.000 0.000 0.000 0.000
15 30.769 38.462 30.769 33.333 2.564 0.000 0.000 0.000 0.000 0.000
16 65.385 46.154 26.923 46.154 11.103 0.000 0.000 0.000 0.000 0.000
17 50.000 50.000 30.769 43.590 6.410 0.000 0.000 0.000 0.000 0.000
18 53.846 38.462 57.692 50.000 5.875 0.000 0.000 0.000 0.000 0.000
19 38.462 26.923 30.769 32.051 3.392 0.000 0.000 0.000 0.000 0.000
20 38.462 34.615 42.308 38.462 2.221 0.000 0.000 0.000 0.000 0.000
21 15.385 26.923 34.615 25.641 5.588 0.000 0.000 0.000 0.000 0.000
22 23.077 38.462 53.846 38.462 8.882 0.000 0.000 0.000 0.000 0.000
23 34.615 46.154 46.154 42.308 3.846 0.000 0.000 0.000 0.000 0.000
24 30.769 34.615 34.615 33.333 1.282 0.000 0.000 0.000 0.000 0.000
25 26.923 42.308 61.538 43.590 10.013 0.000 0.000 0.000 0.000 0.000
26 26.923 23.077 38.462 29.487 4.623 0.000 0.000 0.000 0.000 0.000
27 57.692 57.692 53.846 56.410 1.282 0.000 0.000 0.000 0.000 0.000
28 53.846 50.000 42.308 48.718 3.392 0.000 0.000 0.000 0.000 0.000
29 50.000 80.769 38.462 56.410 12.627 0.000 0.000 0.000 0.000 0.000
30 50.000 26.923 38.462 38.462 6.662 0.000 0.000 0.000 0.000 0.000
31 46.154 26.923 42.308 38.462 5.875 0.000 0.000 0.000 0.000 0.000
32 38.462 30.769 69.231 46.154 11.750 0.000 0.000 0.000 0.000 0.000
33 46.154 42.308 46.154 44.872 1.282 0.000 0.000 0.000 0.000 0.000
34 50.000 46.154 38.462 44.872 3.392 0.000 0.000 0.000 0.000 0.000
35 42.308 34.615 61.538 46.154 8.006 0.000 0.000 0.000 0.000 0.000
36 38.462 23.077 38.462 33.333 5.128 0.000 0.000 0.000 0.000 0.000
37 34.615 30.769 53.846 39.744 7.138 0.000 0.000 0.000 0.000 0.000
38 50.000 42.308 38.462 43.590 3.392 0.000 0.000 0.000 0.000 0.000
39 38.462 38.462 30.769 35.897 2.564 0.000 0.000 0.000 0.000 0.000
40 38.462 23.077 38.462 33.333 5.128 0.000 0.000 0.000 0.000 0.000
41 57.692 50.000 38.462 48.718 5.588 0.000 0.000 0.000 0.000 0.000
42 23.077 38.462 46.154 35.897 6.784 0.000 0.000 0.000 0.000 0.000
43 30.769 53.846 38.462 41.026 6.784 0.000 0.000 0.000 0.000 0.000
44 50.000 57.692 42.308 50.000 4.441 0.000 1.562 0.000 0.521 0.521
45 50.000 57.692 38.462 48.718 5.588 0.000 0.000 0.000 0.000 0.000
46 38.462 61.538 38.462 46.154 7.692 0.000 0.000 0.000 0.000 0.000
47 38.462 38.462 57.692 44.872 6.410 0.000 0.000 0.000 0.000 0.000
48 34.615 57.692 30.769 41.026 8.407 0.000 0.000 0.000 0.000 0.000
49 42.308 65.385 19.231 42.308 13.323 0.000 0.000 0.000 0.000 0.000
50 61.538 46.154 38.462 48.718 6.784 0.000 0.000 0.000 0.000 0.000
51 53.846 46.154 38.462 46.154 4.441 0.000 0.000 0.000 0.000 0.000
52 26.923 30.769 38.462 32.051 3.392 0.000 0.000 0.000 0.000 0.000
53 38.462 50.000 42.308 43.590 3.392 0.000 0.000 0.000 0.000 0.000
54 53.846 50.000 42.308 48.718 3.392 0.000 0.000 0.000 0.000 0.000
55 38.462 50.000 46.154 44.872 3.392 0.000 0.000 0.000 0.000 0.000
56 38.462 38.462 53.846 43.590 5.128 0.000 0.000 0.000 0.000 0.000
57 65.385 42.308 42.308 50.000 7.692 0.000 0.000 0.000 0.000 0.000
58 57.692 34.615 50.000 47.436 6.784 0.000 0.000 0.000 0.000 0.000
59 38.462 65.385 53.846 52.564 7.798 0.000 0.000 0.000 0.000 0.000
60 34.615 38.462 46.154 39.744 3.392 0.000 0.000 0.000 0.000 0.000
61 26.923 46.154 30.769 34.615 5.875 0.000 0.000 0.000 0.000 0.000
62 53.846 50.000 30.769 44.872 7.138 0.000 0.000 0.000 0.000 0.000
63 46.154 50.000 30.769 42.308 5.875 0.000 0.000 0.000 0.000 0.000
64 65.385 57.692 38.462 53.846 8.006 0.000 0.000 0.000 0.000 0.000
65 34.615 30.769 30.769 32.051 1.282 0.000 0.000 0.000 0.000 0.000
66 34.615 50.000 34.615 39.744 5.128 0.000 0.000 0.000 0.000 0.000
67 50.000 50.000 38.462 46.154 3.846 0.000 0.000 0.000 0.000 0.000
68 50.000 57.692 46.154 51.282 3.392 0.000 0.000 0.000 0.000 0.000
69 38.462 42.308 30.769 37.179 3.392 0.000 0.000 0.000 0.000 0.000
70 50.000 34.615 26.923 37.179 6.784 0.000 0.000 0.000 0.000 0.000
71 57.692 23.077 30.769 37.179 10.494 0.000 0.000 0.000 0.000 0.000
72 38.462 15.385 38.462 30.769 7.692 0.000 0.000 0.000 0.000 0.000
73 30.769 38.462 53.846 41.026 6.784 0.000 0.000 0.000 0.000 0.000
74 34.615 38.462 38.462 37.179 1.282 0.000 0.000 0.000 0.000 0.000
75 38.462 26.923 42.308 35.897 4.623 0.000 0.000 0.000 0.000 0.000
76 50.000 34.615 42.308 42.308 4.441 0.000 0.000 0.000 0.000 0.000
77 50.000 53.846 50.000 51.282 1.282 0.000 0.000 0.000 0.000 0.000
78 57.692 38.462 38.462 44.872 6.410 0.000 0.000 0.000 0.000 0.000
79 26.923 23.077 34.615 28.205 3.392 0.000 0.000 0.000 0.000 0.000
80 53.846 42.308 50.000 48.718 3.392 0.000 0.000 0.000 0.000 0.000
81 50.000 42.308 38.462 43.590 3.392 0.000 0.000 0.000 0.000 0.000
82 42.308 42.308 30.769 38.462 3.846 0.000 0.000 0.000 0.000 0.000
83 46.154 23.077 38.462 35.897 6.784 0.000 0.000 0.000 0.000 0.000
84 46.154 26.923 50.000 41.026 7.138 0.000 0.000 0.000 0.000 0.000
85 53.846 34.615 34.615 41.026 6.410 0.000 0.000 0.000 0.000 0.000
86 23.077 34.615 30.769 29.487 3.392 0.000 0.000 0.000 0.000 0.000
87 57.692 34.615 38.462 43.590 7.138 0.000 0.000 0.000 0.000 0.000
88 46.154 50.000 26.923 41.026 7.138 0.000 0.000 0.000 0.000 0.000
89 50.000 46.154 46.154 47.436 1.282 0.000 0.000 0.000 0.000 0.000
90 53.846 34.615 61.538 50.000 8.006 0.000 0.000 0.000 0.000 0.000
91 30.769 46.154 42.308 39.744 4.623 0.000 0.000 0.000 0.000 0.000
92 38.462 46.154 30.769 38.462 4.441 0.000 0.000 0.000 0.000 0.000
93 34.615 26.923 53.846 38.462 8.006 0.000 0.000 0.000 0.000 0.000
94 42.308 42.308 34.615 39.744 2.564 0.000 0.000 0.000 0.000 0.000
95 46.154 38.462 34.615 39.744 3.392 0.000 0.000 0.000 0.000 0.000
96 61.538 42.308 46.154 50.000 5.875 0.000 0.000 0.000 0.000 0.000
97 42.308 34.615 50.000 42.308 4.441 0.000 0.000 0.000 0.000 0.000
98 38.462 57.692 42.308 46.154 5.875 0.000 0.000 0.000 0.000 0.000
99 42.308 50.000 38.462 43.590 3.392 0.000 0.000 0.000 0.000 0.000
100 23.077 61.538 46.154 43.590 11.177 0.000 0.000 0.000 0.000 0.000
101 26.923 46.154 69.231 47.436 12.230 0.000 0.000 0.000 0.000 0.000
102 34.615 50.000 42.308 42.308 4.441 0.000 0.000 0.000 0.000 0.000
103 30.769 38.462 38.462 35.897 2.564 0.000 0.000 0.000 0.000 0.000
104 30.769 50.000 53.846 44.872 7.138 0.000 0.000 0.000 0.000 0.000
105 30.769 34.615 46.154 37.179 4.623 0.000 0.000 0.000 0.000 0.000
106 46.154 57.692 53.846 52.564 3.392 0.000 0.000 0.000 0.000 0.000
107 42.308 46.154 34.615 41.026 3.392 0.000 0.000 0.000 0.000 0.000
