           z         mean           se
    0.500000    19.367919     0.032123
    1.500000    19.367919     0.032123
    2.500000    19.367919     0.032123
    3.500000    19.367919     0.032123
    4.500000    19.367919     0.032123
    5.500000    19.367919     0.032123
    6.500000    19.367919     0.032123
    7.500000    19.367919     0.032123
    8.500000    19.367919     0.032123
    9.500000    19.367919     0.032123
   10.500000    19.367919     0.032123
   11.500000    19.367919     0.032123
   12.500000    19.367919     0.032123
   13.500000    19.367919     0.032123
   14.500000    19.367919     0.032123
   15.500000    19.367919     0.032123
   16.500000    19.367919     0.032123
   17.500000    19.367919     0.032123
   18.500000    17.695030     0.684384
   19.500000    15.246365     0.978072
   20.500000    10.874860     0.389370
   21.500000     8.327397     0.437453
   22.500000     6.090472     0.323392
   23.500000     4.081625     0.216957
   24.500000     2.299128     0.150158
   25.500000     1.131118     0.118455
   26.500000     0.286394     0.077914
   27.500000    -0.214728     0.078083
   28.500000    -0.583939     0.076447
   29.500000    -0.761702     0.055750
   30.500000    -0.792822     0.057165
   31.500000    -0.811559     0.069712
   32.500000    -0.763682     0.058454
   33.500000    -0.603806     0.075570
   34.500000    -0.487059     0.070418
   35.500000    -0.361408     0.072674
   36.500000    -0.245680     0.088133
   37.500000    -0.224321     0.072295
   38.500000    -0.108575     0.072899
   39.500000    -0.059680     0.065106
   40.500000    -0.065916     0.050703
   41.500000    -0.055736     0.064189
   42.500000     0.000605     0.034648
   43.500000     0.109772     0.034169
   44.500000     0.007087     0.029254
   45.500000     0.010776     0.030493
   46.500000    -0.007143     0.034698
   47.500000     0.015652     0.021761
   48.500000     0.007874     0.045210
   49.500000    -0.022972     0.050033
   50.500000     0.069368     0.027431
   51.500000     0.050727     0.044024
   52.500000     0.011612     0.055853
   53.500000     0.066746     0.056826
   54.500000     0.094405     0.042151
   55.500000     0.041470     0.048946
   56.500000     0.077492     0.066647
   57.500000     0.103653     0.059352
   58.500000     0.081118     0.057501
   59.500000     0.108519     0.030442
   60.500000     0.090791     0.034988
   61.500000     0.109282     0.070836
   62.500000     0.098832     0.040484
   63.500000     0.076932     0.057238
   64.500000     0.221712     0.077110
   65.500000     0.400990     0.057275
   66.500000     0.767360     0.060765
   67.500000     1.232668     0.062318
   68.500000     1.859593     0.081862
   69.500000     2.738154     0.107922
   70.500000     3.917724     0.109622
   71.500000     5.359807     0.145945
   72.500000     7.397001     0.195075
   73.500000    10.261802     0.607477
   74.500000    12.518905     0.418406
   75.500000    15.206726     1.095457
   76.500000    16.905512     0.981276
   77.500000    19.367919     0.032123
   78.500000    18.831118     0.526914
